lamb_air,flux
8542.652954240011,0.5588198
8542.752927202877,0.59477663
8542.852900165739,0.62462664
8542.952873128595,0.65034664
8543.052846091445,0.6733965
8543.15281905429,0.6950163
8543.25279201713,0.7138643
8543.352764979965,0.7312576
8543.452737942795,0.748238
8543.55271090562,0.76392734
8543.652683868439,0.7771163
8543.752656831253,0.79008603
8543.85262979406,0.80207986
8543.952602756863,0.8120479
8544.052575719661,0.81968606
8544.152548682456,0.8284627
8544.252521645241,0.83787876
8544.352494608023,0.84687567
8544.452467570802,0.85440326
8544.552440533573,0.8612558
8544.652413496338,0.8688139
8544.7523864591,0.87536407
8544.852359421855,0.8806659
8544.952332384606,0.8847504
8545.052305347352,0.8878484
8545.152278310092,0.89158016
8545.252251272825,0.8965217
8545.352224235556,0.90096915
8545.452197198281,0.90505856
8545.552170160998,0.9095508
8545.65214312371,0.91272664
8545.752116086422,0.91464996
8545.852089049124,0.9165293
8545.952062011822,0.91919553
8546.052034974513,0.92237705
8546.1520079372,0.9255962
8546.251980899882,0.92834055
8546.35195386256,0.9315489
8546.451926825232,0.9338593
8546.551899787899,0.9358241
8546.651872750557,0.93790096
8546.751845713214,0.9406757
8546.851818675867,0.94233525
8546.95179163851,0.944656
8547.051764601149,0.94604427
8547.151737563785,0.94650817
8547.251710526414,0.9467711
8547.351683489038,0.9473311
8547.451656451656,0.94872844
8547.551629414269,0.94963384
8547.651602376878,0.95194453
8547.751575339482,0.9538298
8547.85154830208,0.9538806
8547.951521264673,0.95413923
8548.05149422726,0.9556259
8548.15146718984,0.9574029
8548.251440152419,0.9592952
8548.351413114988,0.9605856
8548.451386077555,0.96315616
8548.551359040115,0.96464145
8548.651332002673,0.9640361
8548.751304965223,0.9639286
8548.851277927768,0.9654067
8548.951250890306,0.9676785
8549.05122385284,0.9679587
8549.151196815372,0.9687674
8549.251169777895,0.9697216
8549.351142740414,0.97121906
8549.451115702928,0.97101986
8549.551088665436,0.9705634
8549.65106162794,0.97097754
8549.751034590436,0.97132546
8549.85100755293,0.9714971
8549.950980515418,0.97185045
8550.0509534779,0.9713735
8550.150926440376,0.97078544
8550.250899402847,0.9713925
8550.350872365312,0.9728675
8550.450845327776,0.9743471
8550.55081829023,0.9752661
8550.650791252681,0.97624797
8550.750764215125,0.9767984
8550.850737177565,0.97764236
8550.95071014,0.9777819
8551.05068310243,0.9781995
8551.150656064854,0.97892815
8551.250629027274,0.981084
8551.350601989687,0.98153377
8551.450574952096,0.9802146
8551.550547914498,0.98023075
8551.650520876896,0.98219925
8551.750493839289,0.9842409
8551.850466801676,0.98475504
8551.950439764058,0.983891
8552.050412726436,0.9838381
8552.150385688807,0.9830768
8552.250358651174,0.98115987
8552.350331613534,0.98056084
8552.45030457589,0.9823039
8552.55027753824,0.98495287
8552.650250500586,0.98720396
8552.750223462926,0.98908526
8552.850196425261,0.98929965
8552.95016938759,0.9888737
8553.050142349915,0.98893964
8553.150115312235,0.9880176
8553.250088274548,0.98677737
8553.350061236855,0.9866319
8553.450034199159,0.98703027
8553.550007161457,0.9863544
8553.649980123751,0.98576534
8553.749953086037,0.98640627
8553.84992604832,0.9867981
8553.949899010597,0.9858925
8554.04987197287,0.98565596
8554.149844935135,0.9865043
8554.249817897396,0.9878565
8554.349790859653,0.9875075
8554.449763821904,0.9864216
8554.549736784149,0.9866337
8554.649709746389,0.98788744
8554.749682708625,0.98985946
8554.849655670854,0.9903134
8554.94962863308,0.9889138
8555.049601595298,0.98882884
8555.149574557512,0.9911326
8555.249547519721,0.99359757
8555.349520481925,0.99279296
8555.449493444123,0.9905664
8555.549466406315,0.9880421
8555.649439368502,0.9860317
8555.749412330686,0.98399466
8555.849385292864,0.9833769
8555.949358255037,0.9831405
8556.049331217202,0.9823706
8556.149304179364,0.9794269
8556.24927714152,0.9747137
8556.349250103673,0.96669155
8556.449223065816,0.95369637
8556.549196027958,0.93591547
8556.649168990092,0.91982543
8556.749141952223,0.9134487
8556.849114914347,0.91874456
8556.949087876466,0.92902285
8557.04906083858,0.94181496
8557.149033800692,0.9559892
8557.249006762793,0.96980846
8557.348979724891,0.97762704
8557.448952686986,0.9818498
